"","date","city","houseSaleElec","housePercent","serviceUseElec","servicePercent","agriSaleElec","agriPercent","industrySaleElec","industryPercent","saleTotal","cityUseTotal","TotalUse","houseUse","agriUse","industryUse"
"1",2017-01-01,"新北市",548509760,0.3786,507782030,0.3505,1617045,0.0011,391009225,0.2699,1448918060,0.093,1448736176.89016,548491516.570613,1593609.79457917,391013894.142653
"2",2017-01-01,"台北市",364584957,0.3251,721849288,0.6436,1442179,0.0013,33619596,0.03,1121496020,0.072,1121580621.50404,364625860.050963,1458054.80795525,33647418.6451212
"3",2017-01-01,"桃園市",279153727,0.1373,322116211,0.1584,2302943,0.0011,1430102068,0.7032,2033674949,0.1305,2033561938.13131,279208054.105429,2236918.13194444,1430000754.89394
"4",2017-01-01,"台中市",393084401,0.1873,486374423,0.2317,11950853,0.0057,1207661939,0.5753,2099071616,0.1347,2099155904.18645,393171900.854122,11965188.6538628,1207644391.67846
"5",2017-01-01,"台南市",255417678,0.1281,232754419,0.1168,26957513,0.0135,1478160279,0.7416,1993289889,0.1279,1992760436.64384,255272611.934075,26902265.8946918,1477831139.81507
"6",2017-01-01,"高雄市",425962316,0.1942,413664405,0.1886,18651243,0.0085,1335459239,0.6088,2193737203,0.1408,2193342550.37116,425947123.282079,18643411.6781548,1335306944.66596
"7",2017-01-01,"宜蘭縣",59880891,0.2461,57995963,0.2383,4397589,0.0181,121072355,0.4975,243346798,0.0156,243373743.180864,59894278.1968107,4405064.75157365,121078437.23248
"8",2017-01-01,"新竹縣",72451935,0.102,67462700,0.095,1393156,0.002,569084666,0.8011,710392457,0.0456,710133684.210526,72433635.7894737,1420267.36842105,568888094.421053
"9",2017-01-01,"苗栗縣",69793191,0.1298,58581209,0.109,1707172,0.0032,407554133,0.758,537635705,0.0345,537442284.40367,69760008.5155963,1719815.31009174,407381251.577982
"10",2017-01-01,"彰化縣",157319801,0.2013,153243683,0.196,31285394,0.04,439850244,0.5627,781699122,0.0502,781855525.510204,157387517.285204,31274221.0204082,439950104.204592
"11",2017-01-01,"南投縣",56829707,0.2856,49473213,0.2486,8275491,0.0416,84410282,0.4242,198988693,0.0128,199007292.839903,56836482.8350764,8278703.38213998,84418893.6226871
"12",2017-01-01,"雲林縣",88132384,0.2158,62267279,0.1525,25913610,0.0634,232114153,0.5683,408427426,0.0262,408310026.229508,88113303.6603279,25886855.6629508,232042587.90623
"13",2017-01-01,"嘉義縣",63171354,0.3293,44049854,0.2296,16099515,0.0839,68497051,0.3571,191817774,0.0123,191854764.808362,63177774.0513937,16096614.7674216,68511336.5130662
"14",2017-01-01,"屏東縣",118911864,0.3461,83664595,0.2435,56882742,0.1656,84100698,0.2448,343559899,0.022,343591765.913758,118917110.182752,56898796.4353183,84111264.2956879
"15",2017-01-01,"台東縣",26606811,0.4093,26457040,0.4069,2056585,0.0316,9892645,0.1522,65013081,0.0042,65020987.9577292,26613090.3710986,2054663.21946424,9896194.36716638
"16",2017-01-01,"花蓮縣",42312846,0.2333,52995696,0.2922,2182001,0.012,83895790,0.4625,181386333,0.0116,181367885.010267,42313127.5728953,2176414.6201232,83882646.8172485
"17",2017-01-01,"基隆市",44275768,0.4405,39808441,0.396,7922,1e-04,16426568,0.1634,100518699,0.0065,100526366.161616,44281864.2941919,10052.6366161616,16426008.2308081
"18",2017-01-01,"新竹市",66900836,0.0851,89563585,0.1139,618974,8e-04,629300010,0.8002,786383405,0.0505,786335250.219491,66917129.7936787,629068.200175593,629225467.225636
"19",2017-01-01,"嘉義市",35641445,0.4268,41154462,0.4928,437631,0.0052,6277045,0.0752,83510583,0.0054,83511489.4480519,35642703.6964286,434259.74512987,6280064.00649351
"20",2017-01-01,"澎湖縣",12761895,0.4194,13969671,0.459,378115,0.0124,3322327,0.1092,30432008,0.002,30435013.0718954,12764444.4823529,377394.162091503,3323503.42745098
"21",2017-01-01,"金門縣",8644206,0.4176,10016578,0.4839,202629,0.0098,1837977,0.0888,20701390,0.0013,20699685.8855135,8644188.82579045,202856.921678033,1838132.1066336
"22",2017-01-01,"連江縣",2957067,0.4178,3626087,0.5123,30918,0.0044,463742,0.0655,7077814,5e-04,7078053.8746828,2957210.90884248,31143.4370486043,463612.528791724
"23",2017-01-01,"合計",3193304840,0.2049,3538870832,0.2271,214791220,0.0138,8634112032,0.5541,15581078924,1,15582874645.5306,3192931014.86922,215043670.108322,8634470841.08851
"24",2017-02-01,"新北市",553542817,0.412,429482226,0.3196,1538121,0.0011,359078871,0.2672,1343642035,0.0918,1343811720.90113,553650429.011264,1478192.89299124,359066491.824781
"25",2017-02-01,"台北市",351628270,0.3499,621657912,0.6186,1234834,0.0012,30392481,0.0302,1004913497,0.0686,1004943278.37051,351629653.101843,1205931.93404462,30349287.0067895
"26",2017-02-01,"桃園市",341987370,0.1694,293958743,0.1456,2193530,0.0011,1380638385,0.6839,2018778028,0.1379,2018947410.71429,342009691.375,2220842.15178571,1380758134.1875
"27",2017-02-01,"台中市",391082612,0.2004,423075910,0.2168,10894755,0.0056,1126272929,0.5772,1951326206,0.1333,1951457149.44649,391072012.749077,10928160.0369004,1126381066.66052
"28",2017-02-01,"台南市",259188154,0.1378,215662937,0.1147,26020454,0.0138,1379528692,0.7336,1880400237,0.1284,1880234847.42807,259096361.975589,25947240.8945074,1379340284.07323
"29",2017-02-01,"高雄市",324554987,0.1635,375483699,0.1891,18040587,0.0091,1267535275,0.6384,1985614548,0.1356,1985635637.22898,324651426.686938,18069284.2987837,1267629790.80698
"30",2017-02-01,"宜蘭縣",64044069,0.2737,50874429,0.2174,4349210,0.0186,114714093,0.4903,233981801,0.016,234013012.879485,64049361.625115,4352642.03955842,114736580.214811
"31",2017-02-01,"新竹縣",82786500,0.1218,66410988,0.0977,1373477,0.002,528858946,0.7784,679429911,0.0464,679743991.811668,82792818.2026612,1359487.98362334,529112723.226203
"32",2017-02-01,"苗栗縣",62181715,0.1242,50205556,0.1003,1654612,0.0033,386439491,0.7721,500481374,0.0342,500553898.305085,62168794.1694915,1651827.86440678,386477664.881356
"33",2017-02-01,"彰化縣",162725037,0.2148,144630895,0.1909,29880458,0.0394,420480745,0.5549,757717135,0.0517,757626479.832373,162738167.867994,29850483.3053955,420406933.658984
"34",2017-02-01,"南投縣",70013243,0.3334,48376501,0.2304,8385843,0.0399,83193316,0.3962,209968903,0.0143,209967452.256944,70003148.5824653,8377701.34505208,83189104.5842014
"35",2017-02-01,"雲林縣",89517621,0.2296,53610666,0.1375,27942774,0.0717,218762589,0.5612,389833650,0.0266,389895752.727273,89520064.8261818,27955525.4705455,218809496.430545
"36",2017-02-01,"嘉義縣",59463220,0.3193,38990220,0.2094,18025646,0.0968,69732852,0.3745,186211938,0.0127,186199713.467049,59453568.5100286,18024132.2636103,69731792.6934097
"37",2017-02-01,"屏東縣",105877744,0.3325,74317787,0.2334,58494125,0.1837,79693704,0.2503,318383360,0.0217,318413826.0497,105872597.161525,58492619.8453299,79698980.6602399
"38",2017-02-01,"台東縣",29999790,0.4518,24854689,0.3743,2151193,0.0324,9398033,0.1415,66403705,0.0045,66403123.163238,30000931.0451509,2151461.19048891,9396041.92759818
"39",2017-02-01,"花蓮縣",49078053,0.2828,47787140,0.2754,2176556,0.0125,74501076,0.4293,173542825,0.0119,173519026.870007,49071180.7988381,2168987.83587509,74491718.2352941
"40",2017-02-01,"基隆市",53980682,0.5149,35892599,0.3423,9773,1e-04,14960478,0.1427,104843532,0.0072,104857139.935729,53990941.3529068,10485.7139935729,14963113.8688285
"41",2017-02-01,"新竹市",61303829,0.0864,83131585,0.1172,591778,8e-04,564132692,0.7955,709159884,0.0484,709313865.187713,61284717.9522184,567451.092150171,564259179.756826
"42",2017-02-01,"嘉義市",36099447,0.4567,36428251,0.4608,489307,0.0062,6033899,0.0763,79050904,0.0054,79054364.1493056,36104128.1069878,490137.057725694,6031847.98459201
"43",2017-02-01,"澎湖縣",11474407,0.4499,10561099,0.4141,358410,0.0141,3112336,0.122,25506252,0.0017,25503740.6423569,11474132.9149964,359602.743057233,3111456.35836754
"44",2017-02-01,"金門縣",7787201,0.4369,8168062,0.4582,229321,0.0129,1640372,0.092,17824956,0.0012,17826412.047141,7788359.4233959,229960.715408119,1640029.90833697
"45",2017-02-01,"連江縣",2469964,0.4378,2742625,0.4861,18929,0.0034,410521,0.0728,5642039,4e-04,5642100.39086608,2470111.55112117,19183.1413289447,410744.90845505
"46",2017-02-01,"合計",3170786732,0.2165,3136304519,0.2142,216053693,0.0148,8119511776,0.5545,14642656720,1,14641944533.1466,3169980991.42624,216700779.09057,8118958243.62978
"47",2017-03-01,"新北市",563517723,0.3881,466528123,0.3213,1506324,0.001,420538095,0.2896,1452090265,0.0897,1452001627.76222,563521831.734516,1452001.62776222,420499671.399938
"48",2017-03-01,"台北市",370542449,0.3378,692117176,0.631,1484464,0.0014,32727486,0.0298,1096871575,0.0677,1096857648.1775,370518513.554358,1535600.70744849,32686357.9156894
"49",2017-03-01,"桃園市",299697293,0.1363,309212183,0.1407,2095520,0.001,1587349835,0.7221,2198354831,0.1358,2197670099.50249,299542434.562189,2197670.09950249,1586937578.85075
"50",2017-03-01,"台中市",393514476,0.1797,456905553,0.2086,11901504,0.0054,1327906300,0.6063,2190227833,0.1353,2190343015.34036,393604639.856663,11827852.282838,1328004970.20086
"51",2017-03-01,"台南市",255360779,0.1225,224087697,0.1075,25255497,0.0121,1579391163,0.7578,2084095136,0.1287,2084536716.27907,255355747.744186,25222894.2669767,1579661923.59628
"52",2017-03-01,"高雄市",404201582,0.1778,407206492,0.1792,18223756,0.008,1443194801,0.635,2272826631,0.1404,2272357656.25,404025191.28125,18178861.25,1442947111.71875
"53",2017-03-01,"宜蘭縣",62405544,0.2452,55159705,0.2168,4294454,0.0169,132622881,0.5211,254482584,0.0157,254426683.579336,62385422.8136531,4299810.95249077,132581744.813192
"54",2017-03-01,"新竹縣",76037219,0.103,64258832,0.087,1268802,0.0017,596949549,0.8083,738514402,0.0456,738607264.367816,76076548.2298851,1255632.34942529,597016251.788506
"55",2017-03-01,"苗栗縣",73215288,0.1239,54407815,0.0921,1851743,0.0031,461499723,0.7809,590974569,0.0365,590747176.981542,73193575.228013,1831316.24864278,461314470.504886
"56",2017-03-01,"彰化縣",166581132,0.1974,145211187,0.1721,29718591,0.0352,502420457,0.5953,843931367,0.0521,843760528.762347,166558328.377687,29700370.6124346,502290642.772225
"57",2017-03-01,"南投縣",58151762,0.2756,46386552,0.2198,7968538,0.0378,98516754,0.4669,211023606,0.013,211039818.016379,58162573.8453139,7977305.12101911,98534491.0318471
"58",2017-03-01,"雲林縣",96750369,0.2267,58716140,0.1376,28310008,0.0663,243024994,0.5694,426801511,0.0264,426716133.72093,96736547.5145349,28291279.6656977,242972166.540698
"59",2017-03-01,"嘉義縣",66566275,0.3231,42265271,0.2051,17280503,0.0839,79914582,0.3879,206026631,0.0127,206071530.960507,66581711.6533398,17289401.4475865,79935146.8595807
"60",2017-03-01,"屏東縣",115242880,0.3345,80482906,0.2336,54477954,0.1581,94317945,0.2738,344521685,0.0213,344532988.013699,115246284.490582,54470665.4049658,94333132.1181507
"61",2017-03-01,"台東縣",26924729,0.4127,25652289,0.3932,2183382,0.0335,10475966,0.1606,65236366,0.004,65239799.0844354,26924465.0821465,2185533.26932859,10477511.7329603
"62",2017-03-01,"花蓮縣",43331762,0.2315,51207885,0.2736,2226240,0.0119,90426565,0.4831,187192452,0.0116,187163322.368421,43328309.1282895,2227243.53618421,90418601.0361842
"63",2017-03-01,"基隆市",46655845,0.4631,36952961,0.3668,9124,1e-04,17134181,0.1701,100752111,0.0062,100744168.484188,46654624.4250273,10074.4168484188,17136583.0591603
"64",2017-03-01,"新竹市",69095687,0.0873,91479256,0.1156,636271,8e-04,629936092,0.7962,791147306,0.0489,791343044.982699,69084247.8269896,633074.435986159,630067332.415225
"65",2017-03-01,"嘉義市",35914988,0.4363,39403919,0.4786,459773,0.0056,6547002,0.0795,82325682,0.0051,82331631.842875,35921290.9730464,461057.1383201,6545364.73150857
"66",2017-03-01,"澎湖縣",13015422,0.4403,12849763,0.4347,349452,0.0118,3343425,0.1131,29558062,0.0018,29560071.3135496,13015299.3993559,348808.841499885,3343244.06556246
"67",2017-03-01,"金門縣",9200004,0.4379,9683868,0.4609,215830,0.0103,1909991,0.0909,21009693,0.0013,21010778.9108266,9200620.08505099,216411.022781514,1909879.80299414
"68",2017-03-01,"連江縣",2190667,0.4225,2549360,0.4917,16118,0.0031,428720,0.0827,5184865,3e-04,5184787.47203579,2190572.70693512,16072.841163311,428781.92393736
"69",2017-03-01,"合計",3248113875,0.2006,3372724933,0.2083,211733848,0.0131,9360576507,0.5781,16193149163,1,16191670345.6553,3248049071.33845,212110881.528084,9360404626.82333
"70",2017-04-01,"新北市",562071939,0.3834,466604265,0.3183,1692284,0.0012,435496726,0.2971,1465865214,0.091,1465926060.32045,562036051.526861,1759111.27238454,435526632.521206
"71",2017-04-01,"台北市",356821661,0.3256,704067397,0.6424,1421064,0.0013,33717852,0.0308,1096027974,0.0681,1095995325.34247,356856077.931507,1424793.92294521,33756656.0205479
"72",2017-04-01,"桃園市",353028674,0.1594,328954927,0.1486,2314754,0.001,1530082992,0.691,2214381347,0.1375,2213693990.57873,352862822.09825,2213693.99057873,1529662547.48991
"73",2017-04-01,"台中市",394066609,0.1796,476251219,0.2171,12497570,0.0057,1310904869,0.5976,2193720267,0.1362,2193695158.91294,393987650.540765,12504062.4058038,1310952226.96638
"74",2017-04-01,"台南市",256975197,0.1248,245792512,0.1194,29050371,0.0141,1527023825,0.7417,2058841905,0.1279,2058563752.0938,256908756.261306,29025748.9045226,1526836734.92797
"75",2017-04-01,"高雄市",321868157,0.1477,429850384,0.1972,19861824,0.0091,1408059359,0.646,2179639724,0.1354,2179768681.54158,321951834.263692,19835895.0020284,1408130568.27586
"76",2017-04-01,"宜蘭縣",62672370,0.2487,54807812,0.2175,5111825,0.0203,129412736,0.5135,252004743,0.0157,251989940.229885,62669898.1351724,5115395.78666667,129396834.308046
"77",2017-04-01,"新竹縣",85449814,0.1134,71879570,0.0954,1458138,0.0019,595045646,0.7894,753833168,0.0468,753454612.159329,85441753.0188679,1431563.76310273,594777070.838574
"78",2017-04-01,"苗栗縣",63723549,0.1101,54823903,0.0947,2027648,0.0035,458427987,0.7918,579003087,0.036,578921890.179514,63739300.1087645,2026226.6156283,458390352.644139
"79",2017-04-01,"彰化縣",165449480,0.1999,157667430,0.1905,33864532,0.0409,470484533,0.5686,827465975,0.0514,827650551.181102,165447345.181102,33850907.5433071,470602103.401575
"80",2017-04-01,"南投縣",69672752,0.3128,51521342,0.2313,9062598,0.0407,92502527,0.4153,222759219,0.0138,222746830.955469,69675208.7228707,9065796.01988759,92506758.8958063
"81",2017-04-01,"雲林縣",95534344,0.2262,58758683,0.1392,31385222,0.0743,236583482,0.5603,422261731,0.0262,422116975.574713,95482859.875,31363291.2852012,236512141.414512
"82",2017-04-01,"嘉義縣",61068209,0.2958,44189179,0.214,19650724,0.0952,81541519,0.395,206449631,0.0128,206491490.654206,61080182.935514,19657989.9102804,81564138.8084112
"83",2017-04-01,"屏東縣",105256130,0.3087,83957126,0.2462,59881941,0.1756,91917742,0.2695,341012939,0.0212,341011884.646629,105270368.790414,59881686.943948,91902702.9122664
"84",2017-04-01,"台東縣",29533059,0.4239,27214907,0.3906,2273270,0.0326,10653965,0.1529,69675201,0.0043,69674621.0957501,29535071.8824885,2271392.64772145,10653249.5655402
"85",2017-04-01,"花蓮縣",48479217,0.2561,52419727,0.2769,2261760,0.0119,86118513,0.455,189279217,0.0118,189309234.380643,48482094.9248826,2252779.88912965,86135701.6431925
"86",2017-04-01,"基隆市",54029033,0.4893,39371927,0.3566,9251,1e-04,17005698,0.154,110415909,0.0069,110409217.610768,54023230.176949,11040.9217610768,17003019.5120583
"87",2017-04-01,"新竹市",62849053,0.0802,95463829,0.1219,666715,9e-04,624401904,0.7971,783381501,0.0487,783132313.371616,62807211.5324036,704819.082034454,624234766.988515
"88",2017-04-01,"嘉義市",35674469,0.4265,40752440,0.4873,507076,0.0061,6701513,0.0801,83635498,0.0052,83629058.0751077,35667793.2690334,510137.254258157,6698687.55181613
"89",2017-04-01,"澎湖縣",11374880,0.4115,12400371,0.4486,426777,0.0154,3440183,0.1245,27642211,0.0017,27642378.5109229,11374838.7572448,425692.629068212,3441476.1246099
"90",2017-04-01,"金門縣",7937163,0.399,9428466,0.474,247871,0.0125,2279478,0.1146,19892978,0.0012,19891278.4810127,7936620.11392405,248640.981012658,2279540.51392405
"91",2017-04-01,"連江縣",1819510,0.3709,2636149,0.5373,18296,0.0037,432362,0.0881,4906317,3e-04,4906288.85166574,1819742.53508282,18153.2687511632,432244.047831751
"92",2017-04-01,"合計",3205355269,0.1991,3508813565,0.2179,235691511,0.0146,9152235411,0.5684,16102095756,1,16102861702.6159,3206079764.99082,235101780.858192,9152866591.76686
"93",2017-05-01,"新北市",583101704,0.3635,553156637,0.3448,1722465,0.0011,466092417,0.2906,1604073223,0.0926,1604282589.90719,583156721.431265,1764710.84889791,466204520.62703
"94",2017-05-01,"台北市",386762866,0.3094,826064828,0.6608,1680811,0.0013,35546040,0.0284,1250054545,0.0721,1250098105.32688,386780353.788136,1625127.53692494,35502786.1912833
"95",2017-05-01,"桃園市",300676492,0.1305,366830357,0.1592,2429167,0.0011,1633883716,0.7092,2303819732,0.133,2304210785.17588,300699507.465452,2534631.86369347,1634146288.84673
"96",2017-05-01,"台中市",416491680,0.175,546352138,0.2295,13479258,0.0057,1404217897,0.5899,2380540973,0.1374,2380619337.69063,416608384.095861,13569530.2248366,1404327347.3037
"97",2017-05-01,"台南市",275829859,0.1252,270983785,0.123,31366743,0.0142,1624711808,0.7375,2202892195,0.1271,2203120203.25203,275830649.447155,31284306.8861789,1624801149.89837
"98",2017-05-01,"高雄市",457098008,0.1894,482842807,0.2001,19810642,0.0082,1453558461,0.6023,2413309918,0.1393,2413007531.23438,457023626.415792,19786661.7561219,1453354436.06247
"99",2017-05-01,"宜蘭縣",61667252,0.2436,63585228,0.2512,5619749,0.0222,122267014,0.483,253139243,0.0146,253125907.643312,61661471.1019108,5619395.14968153,122259813.39172
"100",2017-05-01,"新竹縣",77082971,0.0977,73948470,0.0937,1610831,0.002,636384699,0.8065,789026971,0.0455,789204589.114194,77105288.3564568,1578409.17822839,636493501.120598
"101",2017-05-01,"苗栗縣",74932077,0.1277,63084712,0.1075,2113315,0.0036,446713116,0.7612,586843220,0.0339,586834530.232558,74938769.5106977,2112604.30883721,446698444.413023
"102",2017-05-01,"彰化縣",171597720,0.1952,165818904,0.1886,35617375,0.0405,506104921,0.5757,879138920,0.0507,879209459.172853,171621686.430541,35607983.0965005,506160885.645811
"103",2017-05-01,"南投縣",59244244,0.2706,52184967,0.2384,9350024,0.0427,98140524,0.4483,218919759,0.0126,218896673.657718,59233439.8917785,9346887.96518456,98131378.800755
"104",2017-05-01,"雲林縣",104391131,0.2275,68402636,0.149,33319654,0.0726,252818582,0.5509,458932003,0.0265,459078093.959732,104440266.375839,33329069.6214765,252906121.962416
"105",2017-05-01,"嘉義縣",70014121,0.3184,49721160,0.2261,20824949,0.0947,79329802,0.3608,219890032,0.0127,219907828.394516,70018652.5608138,20825271.3489606,79342744.4847413
"106",2017-05-01,"屏東縣",128480117,0.3338,95705125,0.2486,60936454,0.1583,99792594,0.2593,384914290,0.0222,384976367.65889,128505111.524537,60941759.0004023,99824372.1339501
"107",2017-05-01,"台東縣",27825155,0.3891,30282414,0.4235,2409769,0.0337,10993044,0.1537,71510382,0.0041,71505109.7992916,27822638.2229044,2409722.20023613,10990335.3761511
"108",2017-05-01,"花蓮縣",44614094,0.2232,59489433,0.2977,2484292,0.0124,93259254,0.4667,199847073,0.0115,199830141.081626,44602087.4894189,2477893.74941216,93260726.8427948
"109",2017-05-01,"基隆市",46291028,0.4258,44253874,0.4071,8194,1e-04,18155946,0.167,108709042,0.0063,108705168.263326,46286660.6465242,10870.5168263326,18153763.0999754
"110",2017-05-01,"新竹市",71904063,0.0851,107587304,0.1274,748031,9e-04,664320227,0.7866,844559625,0.0487,844484332.810047,71865616.722135,760035.899529042,664271376.188383
"111",2017-05-01,"嘉義市",38665046,0.4108,47886838,0.5088,531859,0.0057,7033365,0.0747,94117108,0.0054,94117213.0503145,38663351.1210692,536468.114386792,7030555.81485849
"112",2017-05-01,"澎湖縣",13468446,0.3932,16706126,0.4877,424533,0.0124,3657356,0.1068,34256461,0.002,34254923.1084683,13469035.7662497,424761.046545007,3658425.78798442
"113",2017-05-01,"金門縣",9049361,0.3743,11893722,0.4919,243227,0.0101,2992499,0.1238,24178809,0.0014,24179146.1679203,9050254.41065257,244209.376295995,2993378.29558853
"114",2017-05-01,"連江縣",2188594,0.3952,2853692,0.5152,16867,0.003,479442,0.0866,5538595,3e-04,5538998.44720497,2189012.1863354,16616.9953416149,479677.26552795
"115",2017-05-01,"合計",3421376029,0.1974,3999635157,0.2308,246748209,0.0142,9660452724,0.5575,17328212119,1,17329441754.766,3420831802.39081,246078072.917678,9661163778.28206
"116",2017-06-01,"新北市",599800558,0.3698,551729142,0.3402,1756504,0.0011,468712007,0.289,1621998211,0.0922,1621778783.06878,599733793.978836,1783956.66137566,468694068.306878
"117",2017-06-01,"台北市",393969549,0.3051,858737549,0.665,1854469,0.0014,36740569,0.0285,1291302136,0.0734,1291334660.15038,393986204.81188,1807868.52421053,36803037.8142857
"118",2017-06-01,"桃園市",354264033,0.1474,391332564,0.1628,2509489,0.001,1655667117,0.6888,2403773203,0.1366,2403762678.13268,354314618.756757,2403762.67813268,1655711732.69779
"119",2017-06-01,"台中市",445703137,0.1857,548974171,0.2287,14166060,0.0059,1391742828,0.5798,2400586196,0.1364,2400411766.50634,445756465.040227,14162429.4223874,1391758742.22038
"120",2017-06-01,"台南市",309106765,0.137,290523181,0.1288,33883700,0.015,1622716512,0.7192,2256230158,0.1282,2255614759.31677,309019222.026398,33834221.3897516,1622238134.90062
"121",2017-06-01,"高雄市",402418718,0.1716,502360020,0.2142,19737305,0.0084,1421071531,0.6058,2345587574,0.1333,2345284873.94958,402450884.369748,19700392.9411765,1420773576.63866
"122",2017-06-01,"宜蘭縣",63812840,0.255,64053799,0.256,6171109,0.0247,116188320,0.4643,250226068,0.0142,250210152.34375,63803588.8476562,6180190.76289062,116172573.733203
"123",2017-06-01,"新竹縣",89624632,0.1075,84813538,0.1018,1696697,0.002,657390144,0.7887,833525011,0.0474,833138880.157171,89562429.6168959,1666277.76031434,657096634.779961
"124",2017-06-01,"苗栗縣",68768488,0.1205,63928620,0.112,2310259,0.004,435683091,0.7634,570690458,0.0324,570791250,68780345.625,2283165,435742040.25
"125",2017-06-01,"彰化縣",180565775,0.1994,177179701,0.1956,39095813,0.0432,508898078,0.5619,905739367,0.0515,905826692.229039,180621842.43047,39131713.1042945,508984018.363497
"126",2017-06-01,"南投縣",73642434,0.3067,57420273,0.2391,9416174,0.0392,99629037,0.4149,240107918,0.0136,240151706.398996,73654528.3525721,9413946.89084065,99638942.9849435
"127",2017-06-01,"雲林縣",106901730,0.231,67791617,0.1465,35816843,0.0774,252303933,0.5452,462814123,0.0263,462741412.969283,106893266.395904,35816185.3638225,252286618.350853
"128",2017-06-01,"嘉義縣",68869426,0.2903,50505674,0.2129,21906057,0.0923,95988958,0.4046,237270115,0.0135,237227214.654767,68867060.414279,21896071.912635,95982131.0493189
"129",2017-06-01,"屏東縣",126369606,0.3286,97746399,0.2542,61063161,0.1588,99403780,0.2585,384582946,0.0218,384525566.483084,126355101.146341,61062659.9575138,99399858.9358773
"130",2017-06-01,"台東縣",31579081,0.4087,32590766,0.4218,2525868,0.0327,10567099,0.1368,77262814,0.0044,77265922.2380275,31578582.4186818,2526595.6571835,10569978.1621622
"131",2017-06-01,"花蓮縣",50735145,0.2591,61304560,0.3131,2576583,0.0132,81201494,0.4147,195817782,0.0111,195798658.575535,50731432.4369211,2584542.29319706,81197703.7112744
"132",2017-06-01,"基隆市",53846316,0.4494,46895894,0.3914,6755,1e-04,19072412,0.1592,119821377,0.0068,119815774.144098,53845208.9003577,11981.5774144098,19074671.2437404
"133",2017-06-01,"新竹市",68929704,0.0816,112724302,0.1334,776455,9e-04,662733337,0.7841,845163798,0.048,845009760.11994,68952796.4257871,760508.784107946,662572152.910045
"134",2017-06-01,"嘉義市",41329457,0.4226,48519708,0.4962,543109,0.0056,7398107,0.0757,97790381,0.0056,97782563.4824668,41322911.3276905,547582.355501814,7402140.05562273
"135",2017-06-01,"澎湖縣",12837816,0.3934,15590892,0.4778,439087,0.0135,3764085,0.1153,32631880,0.0019,32630581.8334031,12836870.8932608,440512.854750942,3762306.08539138
"136",2017-06-01,"金門縣",7958760,0.3424,11877982,0.5111,225336,0.0097,3179260,0.1368,23241338,0.0013,23240035.2181569,7957388.05869693,225428.341616122,3179236.81784387
"137",2017-06-01,"連江縣",1749670,0.3278,3012473,0.5644,16951,0.0032,558005,0.1046,5337099,3e-04,5337478.73848335,1749625.53047484,17079.9319631467,558300.276045358
